cave,month,location,room,date,time,wind_speed,temperature,atmospheric_pressure,relative_humidity
3,november,6,2,11/20/2021,13:14:03,0,12,827,
3,november,7,3,11/20/2021,13:40:22,0,12.9,828,
3,november,7,3,11/20/2021,13:40:27,0,12.9,828,
3,november,7,3,11/20/2021,13:40:32,0,12.9,828,
3,november,7,3,11/20/2021,13:40:37,0,12.9,828,
3,november,7,3,11/20/2021,13:40:42,0,12.9,828,
3,november,7,3,11/20/2021,13:40:47,0,12.9,828,
3,november,7,3,11/20/2021,13:40:52,0,12.9,828,
3,november,7,3,11/20/2021,13:40:57,0,12.9,828,
3,november,7,3,11/20/2021,13:41:02,0,12.9,828,
3,november,7,3,11/20/2021,13:41:07,0,12.9,828,
3,november,7,3,11/20/2021,13:41:12,0,12.9,828,
3,november,7,3,11/20/2021,13:41:17,0,12.9,828,
3,november,7,3,11/20/2021,13:41:22,0,12.9,828,
3,november,7,3,11/20/2021,13:41:27,0,12.9,828,
3,november,7,3,11/20/2021,13:41:32,0,12.9,828,
3,november,7,3,11/20/2021,13:41:37,0,12.9,828,
3,november,7,3,11/20/2021,13:41:42,0,12.9,828,
3,november,7,3,11/20/2021,13:41:47,0,12.9,828,
3,november,7,3,11/20/2021,13:41:52,0,12.9,828,
3,november,7,3,11/20/2021,13:41:57,0,12.9,828,
3,november,7,3,11/20/2021,13:42:02,0,12.9,828,
3,november,7,3,11/20/2021,13:42:07,0,12.9,828,
3,november,7,3,11/20/2021,13:42:12,0,12.9,828,
3,november,7,3,11/20/2021,13:42:17,0,12.9,828,
3,november,7,3,11/20/2021,13:42:22,0,12.9,828,
3,november,7,3,11/20/2021,13:42:27,0,12.9,828,
3,november,7,3,11/20/2021,13:42:32,0,12.9,828,
3,november,7,3,11/20/2021,13:42:37,0,12.8,828,
3,november,7,3,11/20/2021,13:42:42,0,12.8,828,
3,november,7,3,11/20/2021,13:42:47,0,12.8,828,
3,november,7,3,11/20/2021,13:42:52,0,12.8,828,
3,november,7,3,11/20/2021,13:42:57,0,12.8,828,
3,november,7,3,11/20/2021,13:43:02,0,12.8,828,
3,november,7,3,11/20/2021,13:43:07,0,12.8,828,
3,november,7,3,11/20/2021,13:43:12,0,12.8,828,
3,november,7,3,11/20/2021,13:43:17,0,12.6,828,
3,november,7,3,11/20/2021,13:43:22,0,12.6,828,
3,november,7,3,11/20/2021,13:43:27,0,12.6,828,
3,november,7,3,11/20/2021,13:43:32,0,12.6,828,
3,november,7,3,11/20/2021,13:43:37,0,12.6,828,
3,november,7,3,11/20/2021,13:43:42,0,12.6,828,
3,november,7,3,11/20/2021,13:43:47,0,12.6,828,
3,november,7,3,11/20/2021,13:43:52,0,12.6,828,
3,november,7,3,11/20/2021,13:43:57,0,12.6,828,
3,november,7,3,11/20/2021,13:44:02,0,12.6,828,
3,november,7,3,11/20/2021,13:44:07,0,12.6,828,
3,november,7,3,11/20/2021,13:44:12,0,12.6,828,
3,november,7,3,11/20/2021,13:44:17,0,12.6,828,
3,november,7,3,11/20/2021,13:44:22,0,12.6,828,
3,november,7,3,11/20/2021,13:44:27,0,12.6,828,
3,november,7,3,11/20/2021,13:44:32,0,12.6,828,
3,november,7,3,11/20/2021,13:44:37,0,12.6,828,
3,november,7,3,11/20/2021,13:44:42,0,12.6,828,
3,november,7,3,11/20/2021,13:44:47,0,12.6,828,
3,november,7,3,11/20/2021,13:44:52,0,12.6,828,
3,november,7,3,11/20/2021,13:44:57,0,12.6,828,
3,november,7,3,11/20/2021,13:45:02,0,12.6,828,
3,november,7,3,11/20/2021,13:45:07,0,12.5,828,
3,november,7,3,11/20/2021,13:45:12,0,12.5,828,
3,november,7,3,11/20/2021,13:45:17,0,12.6,828,
3,november,7,3,11/20/2021,13:45:22,0,12.5,828,
3,november,7,3,11/20/2021,13:45:27,0,12.4,828,
3,november,8,4,11/20/2021,13:48:52,0,11.9,828,
3,november,8,4,11/20/2021,13:48:57,0,11.9,828,
3,november,8,4,11/20/2021,13:49:02,0,11.9,828,
3,november,8,4,11/20/2021,13:49:07,0,11.9,828,
3,november,8,4,11/20/2021,13:49:12,0,11.9,827,
3,november,8,4,11/20/2021,13:49:17,0,11.9,827,
3,november,8,4,11/20/2021,13:49:22,0,11.9,828,
3,november,8,4,11/20/2021,13:49:27,0,11.9,828,
3,november,8,4,11/20/2021,13:49:32,0,11.9,828,
3,november,8,4,11/20/2021,13:49:37,0,11.8,828,
3,november,8,4,11/20/2021,13:49:42,0,11.9,828,
3,november,8,4,11/20/2021,13:49:47,0,11.9,828,
3,november,8,4,11/20/2021,13:49:52,0,11.8,828,
3,november,8,4,11/20/2021,13:49:57,0,11.8,828,
3,november,8,4,11/20/2021,13:50:02,0,11.8,828,
3,november,8,4,11/20/2021,13:50:07,0,11.8,828,
3,november,8,4,11/20/2021,13:50:12,0,11.8,828,
3,november,8,4,11/20/2021,13:50:17,0,11.8,828,
3,november,8,4,11/20/2021,13:50:22,0,11.8,827,
3,november,8,4,11/20/2021,13:50:27,0,11.8,828,
3,november,8,4,11/20/2021,13:50:32,0,11.8,828,
3,november,8,4,11/20/2021,13:50:37,0,11.8,828,
3,november,8,4,11/20/2021,13:50:42,0,11.8,828,
3,november,8,4,11/20/2021,13:50:47,0,11.8,828,
3,november,8,4,11/20/2021,13:50:52,0,11.8,828,
3,november,8,4,11/20/2021,13:50:57,0,11.8,828,
3,november,8,4,11/20/2021,13:51:02,0,11.7,828,
3,november,8,4,11/20/2021,13:51:07,0,11.8,828,
3,november,8,4,11/20/2021,13:51:12,0,11.8,828,
3,november,8,4,11/20/2021,13:51:17,0,11.8,828,
3,november,8,4,11/20/2021,13:51:22,0,11.8,827,
3,november,8,4,11/20/2021,13:51:27,0,11.7,828,
3,november,8,4,11/20/2021,13:51:32,0,11.7,828,
3,november,8,4,11/20/2021,13:51:37,0,11.7,828,
3,november,8,4,11/20/2021,13:51:42,0,11.8,828,
3,november,8,4,11/20/2021,13:51:47,0,11.7,827,
3,november,8,4,11/20/2021,13:51:52,0,11.7,828,
3,november,8,4,11/20/2021,13:51:57,0,11.7,828,
3,november,8,4,11/20/2021,13:52:02,0,11.7,828,
3,november,8,4,11/20/2021,13:52:07,0,11.7,828,
3,november,8,4,11/20/2021,13:52:12,0,11.7,828,
3,november,8,4,11/20/2021,13:52:17,0,11.7,828,
3,november,8,4,11/20/2021,13:52:22,0,11.7,828,
3,november,8,4,11/20/2021,13:52:27,0,11.7,828,
3,november,8,4,11/20/2021,13:52:32,0,11.7,828,
3,november,8,4,11/20/2021,13:52:37,0,11.7,828,
3,november,8,4,11/20/2021,13:52:42,0,11.7,828,
3,november,8,4,11/20/2021,13:52:47,0,11.7,828,
3,november,8,4,11/20/2021,13:52:52,0,11.7,828,
3,november,8,4,11/20/2021,13:52:57,0,11.7,828,
3,november,8,4,11/20/2021,13:53:02,0,11.7,828,
3,november,8,4,11/20/2021,13:53:07,0,11.7,828,
3,november,8,4,11/20/2021,13:53:12,0,11.7,828,
3,november,8,4,11/20/2021,13:53:17,0,11.7,828,
3,november,8,4,11/20/2021,13:53:22,0,11.7,828,
3,november,8,4,11/20/2021,13:53:27,0,11.7,828,
3,november,8,4,11/20/2021,13:53:32,0,11.7,828,
3,november,8,4,11/20/2021,13:53:37,0,11.7,828,
1,january,1,1,1/24/2022,22:06:54,0,7.2,833,66.349
1,january,1,1,1/24/2022,22:07:04,0,7.3,833,66.349
1,january,1,1,1/24/2022,22:07:14,0,7.3,833,66.349
1,january,1,1,1/24/2022,22:07:24,0,7.3,833,66.349
1,january,1,1,1/24/2022,22:07:34,0,7.3,833,66.349
1,january,1,1,1/24/2022,22:07:44,0,7.3,833,66.349
1,january,1,1,1/24/2022,22:07:54,0,7.3,833,66.349
1,january,1,1,1/24/2022,22:08:04,0,7.3,833,66.349
1,january,1,1,1/24/2022,22:08:14,0,7.4,833,66.349
1,january,1,1,1/24/2022,22:08:24,0,7.4,833,66.349
1,january,1,1,1/24/2022,22:08:34,0,7.4,833,66.349
1,january,1,1,1/24/2022,22:08:44,0,7.4,833,66.349
1,january,1,1,1/24/2022,22:08:54,0,7.4,833,66.349
1,january,1,1,1/24/2022,22:09:04,0,7.4,833,66.349
1,january,1,1,1/24/2022,22:09:14,0,7.4,833,66.349
1,january,1,1,1/24/2022,22:09:24,0,7.4,833,66.349
1,january,1,1,1/24/2022,22:09:34,0,7.4,833,66.349
1,january,1,1,1/24/2022,22:09:44,0,7.5,833,66.349
1,january,1,1,1/24/2022,22:09:54,0,7.5,833,66.349
1,january,1,1,1/24/2022,22:10:04,0,7.5,833,66.349
1,january,1,1,1/24/2022,22:10:14,0,7.5,833,66.349
1,january,1,1,1/24/2022,22:10:24,0,7.5,833,66.349
1,january,1,1,1/24/2022,22:10:34,0,7.6,833,66.349
1,january,1,1,1/24/2022,22:10:44,0,7.6,833,66.349
1,january,1,1,1/24/2022,22:10:54,0,7.6,833,66.349
1,january,1,1,1/24/2022,22:11:04,0,7.5,833,66.349
1,january,1,1,1/24/2022,22:11:14,0,7.6,833,66.349
1,january,1,1,1/24/2022,22:11:24,0,7.9,833,66.349
1,january,1,1,1/24/2022,22:11:34,0,7.9,833,66.349
1,january,1,1,1/24/2022,22:11:44,0,7.9,833,66.349
1,january,1,1,1/24/2022,22:11:54,0,7.9,833,66.349
1,january,2,1,1/24/2022,15:21:27,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:21:37,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:21:47,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:21:57,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:22:07,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:22:17,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:22:27,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:22:37,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:22:47,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:22:57,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:23:07,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:23:17,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:23:27,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:23:37,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:23:47,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:23:57,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:24:07,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:24:17,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:24:27,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:24:37,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:24:47,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:24:57,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:25:07,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:25:17,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:25:27,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:25:37,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:25:47,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:25:57,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:26:07,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:26:17,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:26:27,0,7.9,833,66.569
1,january,2,1,1/24/2022,15:26:37,0,7.9,833,66.569
1,january,3,1,1/24/2022,15:31:53,0,7.9,833,66.422
1,january,3,1,1/24/2022,15:32:03,0,7.9,833,66.422
1,january,3,1,1/24/2022,15:32:13,0,7.9,833,66.422
1,january,3,1,1/24/2022,15:32:23,0,7.9,833,66.422
1,january,3,1,1/24/2022,15:32:33,0,7.9,833,66.422
1,january,3,1,1/24/2022,15:32:43,0,7.9,833,66.422
1,january,3,1,1/24/2022,15:32:53,0,7.9,833,66.422
1,january,3,1,1/24/2022,15:33:03,0,7.9,833,66.422
1,january,3,1,1/24/2022,15:33:13,0,7.9,833,66.422
1,january,3,1,1/24/2022,15:33:23,0,8,833,66.422
1,january,3,1,1/24/2022,15:33:33,0,8,833,66.422
1,january,3,1,1/24/2022,15:33:43,0,8,833,66.422
1,january,3,1,1/24/2022,15:33:53,0,8,833,66.422
1,january,3,1,1/24/2022,15:34:03,0,8,833,66.422
1,january,3,1,1/24/2022,15:34:13,0,8,833,66.422
1,january,3,1,1/24/2022,15:34:23,0,8,833,66.422
1,january,3,1,1/24/2022,15:34:33,0,8,833,66.422
1,january,3,1,1/24/2022,15:34:43,0,8,833,66.422
1,january,3,1,1/24/2022,15:34:53,0,8,833,66.422
1,january,3,1,1/24/2022,15:35:03,0,8,833,66.422
1,january,3,1,1/24/2022,15:35:13,0,8,833,66.422
1,january,3,1,1/24/2022,15:35:23,0,8.1,833,66.422
1,january,3,1,1/24/2022,15:35:33,0,8,833,66.422
1,january,3,1,1/24/2022,15:35:43,0,8,833,66.422
1,january,3,1,1/24/2022,15:35:53,0,8.1,833,66.422
1,january,3,1,1/24/2022,15:36:03,0,8.1,833,66.422
1,january,3,1,1/24/2022,15:36:13,0,8.1,833,66.422
1,january,4,2,1/24/2022,15:44:19,0,10.6,833,71.893
1,january,4,2,1/24/2022,15:44:29,0,10.6,834,71.893
1,january,4,2,1/24/2022,15:44:39,0,10.6,834,71.893
1,january,4,2,1/24/2022,15:44:49,0,10.6,834,71.893
1,january,4,2,1/24/2022,15:44:59,0,10.6,834,71.893
1,january,4,2,1/24/2022,15:45:09,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:45:19,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:45:29,0,10.6,833,72.015
1,january,4,2,1/24/2022,15:45:39,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:45:49,0,10.6,833,72.015
1,january,4,2,1/24/2022,15:45:59,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:46:09,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:46:19,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:46:29,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:46:39,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:46:49,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:46:59,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:47:09,0,10.6,833,72.015
1,january,4,2,1/24/2022,15:47:19,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:47:29,0,10.6,833,72.015
1,january,4,2,1/24/2022,15:47:39,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:47:49,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:47:59,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:48:09,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:48:19,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:48:29,0,10.6,833,72.015
1,january,4,2,1/24/2022,15:48:39,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:48:49,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:48:59,0,10.6,834,72.015
1,january,4,2,1/24/2022,15:49:09,0,10.6,833,72.015
1,january,5,2,1/24/2022,15:53:44,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:53:54,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:54:04,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:54:14,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:54:24,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:54:34,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:54:44,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:54:54,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:55:04,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:55:14,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:55:24,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:55:34,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:55:44,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:55:54,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:56:04,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:56:14,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:56:24,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:56:34,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:56:44,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:56:54,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:57:04,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:57:14,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:57:24,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:57:34,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:57:44,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:57:54,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:58:04,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:58:14,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:58:24,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:58:34,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:58:44,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:58:54,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:59:04,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:59:14,0,10.6,834,72.015
1,january,5,2,1/24/2022,15:59:24,0,10.7,834,72.015
1,january,5,2,1/24/2022,15:59:34,0,10.7,834,72.015
1,january,5,2,1/24/2022,15:59:44,0,10.7,834,72.015
1,january,6,3,1/24/2022,16:02:18,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:02:28,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:02:38,0,12.1,834,56.239
1,january,6,3,1/24/2022,16:02:48,0,12.1,834,56.239
1,january,6,3,1/24/2022,16:02:58,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:03:08,0,12.1,834,56.239
1,january,6,3,1/24/2022,16:03:18,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:03:28,0,12.1,834,56.239
1,january,6,3,1/24/2022,16:03:38,0,12.1,834,56.239
1,january,6,3,1/24/2022,16:03:48,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:03:58,0,12.1,834,56.239
1,january,6,3,1/24/2022,16:04:08,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:04:18,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:04:28,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:04:38,0,12.1,834,56.239
1,january,6,3,1/24/2022,16:04:48,0,12.1,834,56.239
1,january,6,3,1/24/2022,16:04:58,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:05:08,0,12.1,834,56.239
1,january,6,3,1/24/2022,16:05:18,0,12.1,834,56.239
1,january,6,3,1/24/2022,16:05:28,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:05:38,0,12.1,834,56.239
1,january,6,3,1/24/2022,16:05:48,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:05:58,0,12.1,834,56.239
1,january,6,3,1/24/2022,16:06:08,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:06:18,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:06:28,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:06:38,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:06:48,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:06:58,0,12.1,835,56.239
1,january,6,3,1/24/2022,16:07:08,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:09:30,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:09:40,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:09:50,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:10:00,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:10:10,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:10:20,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:10:30,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:10:40,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:10:50,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:11:00,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:11:10,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:11:20,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:11:30,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:11:40,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:11:50,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:12:00,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:12:10,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:12:20,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:12:30,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:12:40,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:12:50,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:13:00,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:13:10,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:13:20,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:13:30,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:13:40,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:13:50,0,12.1,835,56.239
1,january,7,3,1/24/2022,16:14:00,0,12.1,835,56.239
1,january,8,3,1/24/2022,16:17:15,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:17:25,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:17:35,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:17:45,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:17:55,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:18:05,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:18:15,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:18:25,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:18:35,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:18:45,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:18:55,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:19:05,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:19:15,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:19:25,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:19:35,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:19:45,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:19:55,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:20:05,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:20:15,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:20:25,0,12.1,834,56.239
1,january,8,3,1/24/2022,16:20:35,0,12.2,834,56.239
1,january,8,3,1/24/2022,16:20:45,0,12.2,834,56.239
1,january,8,3,1/24/2022,16:20:55,0,12.2,834,56.239
1,january,8,3,1/24/2022,16:21:05,0,12.2,834,56.239
1,january,8,3,1/24/2022,16:21:15,0,12.3,834,56.239
1,january,8,3,1/24/2022,16:21:25,0,12.3,834,56.239
1,january,8,3,1/24/2022,16:21:35,0,12.3,834,56.239
1,january,8,3,1/24/2022,16:21:45,0,12.4,834,56.239
1,january,8,3,1/24/2022,16:21:55,0,12.4,834,56.239
1,january,8,3,1/24/2022,16:22:05,0,12.4,834,56.239
1,january,8,3,1/24/2022,16:22:15,0,12.4,834,56.239
2,january,1,1,1/26/2022,11:41:10,0,1.9,774,61.832
2,january,1,1,1/26/2022,11:41:20,0,1.9,774,61.832
2,january,1,1,1/26/2022,11:41:30,0,1.9,774,61.832
2,january,1,1,1/26/2022,11:41:40,0,1.9,774,61.832
2,january,1,1,1/26/2022,11:41:50,0,1.9,774,61.832
2,january,1,1,1/26/2022,11:42:00,0,1.9,774,61.832
2,january,1,1,1/26/2022,11:42:10,0,1.9,774,61.832
2,january,1,1,1/26/2022,11:42:20,0,1.9,774,61.832
2,january,1,1,1/26/2022,11:42:30,0,1.9,773,61.832
2,january,1,1,1/26/2022,11:42:40,0,1.9,773,61.832
2,january,1,1,1/26/2022,11:42:50,0,1.9,773,61.832
2,january,1,1,1/26/2022,11:43:00,0,1.9,773,61.832
2,january,1,1,1/26/2022,11:43:10,0,1.9,773,61.832
2,january,1,1,1/26/2022,11:43:20,0,1.9,773,61.832
2,january,1,1,1/26/2022,11:43:30,0,1.9,773,61.832
2,january,1,1,1/26/2022,11:43:40,0,1.9,773,61.832
2,january,1,1,1/26/2022,11:43:50,0,1.9,773,61.832
2,january,1,1,1/26/2022,11:44:00,0,1.9,773,61.832
2,january,1,1,1/26/2022,11:44:10,0,1.9,773,61.832
2,january,1,1,1/26/2022,11:44:20,0,1.9,773,61.832
2,january,1,1,1/26/2022,11:44:30,0,1.9,774,61.832
2,january,1,1,1/26/2022,11:44:40,0,1.9,774,61.832
2,january,1,1,1/26/2022,11:44:50,0,1.9,774,61.832
2,january,1,1,1/26/2022,11:45:00,0,1.9,774,61.905
2,january,1,1,1/26/2022,11:45:10,0,1.9,774,61.905
2,january,1,1,1/26/2022,11:45:20,0,1.9,774,61.905
2,january,1,1,1/26/2022,11:45:30,0,1.9,774,61.905
2,january,1,1,1/26/2022,11:45:40,0,1.9,774,61.905
2,january,1,1,1/26/2022,11:45:50,0,1.9,773,61.905
2,january,1,1,1/26/2022,11:46:00,0,2,774,61.905
2,january,1,1,1/26/2022,11:46:10,0,2,774,61.905
2,january,1,1,1/26/2022,11:46:20,0,1.9,773,61.905
2,january,1,1,1/26/2022,11:46:30,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:46:40,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:46:50,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:47:00,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:47:10,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:47:20,0,2,774,61.905
2,january,2,1,1/26/2022,11:47:30,0,2,774,61.905
2,january,2,1,1/26/2022,11:47:40,0,2,774,61.905
2,january,2,1,1/26/2022,11:47:50,0,2,774,61.905
2,january,2,1,1/26/2022,11:48:00,0,2,774,61.905
2,january,2,1,1/26/2022,11:48:10,0,2,774,61.905
2,january,2,1,1/26/2022,11:48:20,0,2,774,61.905
2,january,2,1,1/26/2022,11:48:30,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:48:40,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:48:50,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:49:00,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:49:10,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:49:20,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:49:30,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:49:40,0,1.9,773,61.905
2,january,2,1,1/26/2022,11:49:50,0,1.9,773,61.905
2,january,2,1,1/26/2022,11:50:00,0,1.9,773,61.905
2,january,2,1,1/26/2022,11:50:10,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:50:20,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:50:30,0,1.9,774,61.905
2,january,2,1,1/26/2022,11:50:40,0,2,774,61.905
2,january,2,1,1/26/2022,11:50:50,0,2,774,61.905
2,january,2,1,1/26/2022,11:51:00,0,2,774,61.905
2,january,2,1,1/26/2022,11:51:10,0,2,774,61.905
2,january,2,1,1/26/2022,11:51:20,0,2,774,61.905
2,january,3,1,1/26/2022,12:22:00,0,2.1,774,62.564
2,january,3,1,1/26/2022,12:22:10,0,2.1,774,62.564
2,january,3,1,1/26/2022,12:22:20,0,2.1,774,62.564
2,january,3,1,1/26/2022,12:22:30,0,2.1,774,62.564
2,january,3,1,1/26/2022,12:22:40,0,2.1,774,62.564
2,january,3,1,1/26/2022,12:22:50,0,2.1,774,62.564
